Frame,WallSeconds,DeltaMs,CpuInputAndUiMs,CpuCelestialTickMs,CpuEditorAndPanelsMs,CpuSimulationAndInterfaceMs,CpuScenePushMs,CpuRecordAndPresentMs,CpuFrameCapWaitMs,GpuValid,GpuCullMs,GpuRasterMs,GpuHiZMs,GpuResolveMs,GpuKernelMs,GpuShadowMs,GpuRestirMs,GpuPostMs,GpuSkyMs,GpuVolumeMs,ClusterTotal,ClustersVisible,TrianglesDrawn,Fps,ResidentMiB
373,216.7518,100.0000,0.0859,0.0184,3.3506,0.0784,0.0137,4.5894,0.0014,1,0.0916,5.2572,0.0455,0.8333,75.4363,0.0000,75.4363,0.8668,0.0000,0.0000,2046,1281,144276,14.86,806.5
374,216.7599,8.1460,0.1218,0.0169,4.8016,0.1013,0.0180,71.5855,0.0013,1,0.0841,5.1404,0.0458,0.7011,72.9249,0.0000,72.9249,0.8660,0.0000,0.0000,2046,1281,144276,14.99,806.5
375,216.8365,76.6554,0.0777,0.0175,2.9524,0.0608,0.0131,159.0188,0.0012,1,0.0748,5.3522,0.0465,0.8248,74.3271,0.0000,74.3271,0.8784,0.0000,0.0000,2046,1281,144276,15.01,806.5
376,216.9987,100.0000,0.0761,0.0147,2.3974,0.0630,0.0137,3.5279,0.0012,1,0.0859,5.2219,0.0460,0.7547,73.5374,0.0000,73.5374,0.8663,0.0000,0.0000,2046,1281,144276,15.01,801.1
377,217.0048,6.1016,0.0679,0.0174,2.0884,0.0541,0.0098,78.1381,0.0013,1,0.0761,5.5077,0.0467,0.7926,74.1970,0.0000,74.1970,0.8598,0.0000,0.0000,2046,1281,144276,15.01,801.1
378,217.0852,80.3847,0.0751,0.0163,3.4330,0.0780,0.0198,76.4101,0.0012,1,0.0867,5.3650,0.0454,0.8724,72.9169,0.0000,72.9169,0.8634,0.0000,0.0000,2046,1281,144276,15.00,801.1
379,217.1652,80.0408,0.0658,0.0156,2.8967,0.0586,0.0106,79.5855,0.0013,1,0.0811,5.3712,0.0454,0.7211,75.3603,0.0000,75.3603,0.8621,0.0000,0.0000,2046,1281,144276,15.04,801.1
380,217.2479,82.6424,0.0722,0.0165,2.5361,0.0675,0.0139,83.1996,0.0016,1,0.0862,5.5762,0.0456,0.8131,76.5433,0.0000,76.5433,0.8650,0.0000,0.0000,2046,1281,144276,14.90,801.1
381,217.3338,85.9158,0.0662,0.0164,3.1195,0.0611,0.0111,75.0541,0.0009,1,0.0897,5.9043,0.0454,0.6943,72.0937,0.0000,72.0937,0.8581,0.0000,0.0000,2046,1281,144276,14.89,801.1
382,217.4121,78.3365,0.0571,0.0148,2.0392,0.0523,0.0102,78.3359,0.0012,1,0.0829,5.3596,0.0485,0.6941,71.8079,0.0000,71.8079,0.8607,0.0000,0.0000,2046,1281,144276,14.93,801.1
383,217.4926,80.5184,0.4632,0.0175,2.0992,0.0765,0.0153,78.9910,0.0009,1,0.0903,5.7231,0.0456,0.8356,73.1956,0.0000,73.1956,0.8701,0.0000,0.0000,2046,1281,144276,14.79,801.1
384,217.5743,81.6792,1.4003,0.0198,2.1209,0.0692,0.0123,79.0907,0.0014,1,0.0903,5.6412,0.0463,0.8574,74.4846,0.0000,74.4846,0.8583,0.0000,0.0000,2046,1281,144276,14.79,798.7
385,217.6570,82.7336,0.3972,0.0139,2.0661,0.0455,0.0093,82.0393,0.0019,1,0.0864,5.5731,0.0453,0.7496,77.1293,0.0000,77.1293,0.8680,0.0000,0.0000,2046,1291,145364,14.82,798.7
386,217.7416,84.5912,0.8057,0.0207,1.9218,0.0607,0.0140,82.9518,0.0012,1,0.0882,5.9260,0.0471,0.8069,76.8568,0.0000,76.8568,0.8705,0.0000,0.0000,2046,1308,147252,14.68,798.7
387,217.8274,85.7948,0.2329,0.0183,2.4818,0.0496,0.0078,82.8841,0.0013,1,0.0835,5.7763,0.0469,0.7969,77.6198,0.0000,77.6198,0.8696,0.0000,0.0000,2046,1321,148852,14.66,798.7
388,217.9131,85.6951,0.0780,0.0171,2.7643,0.0776,0.0142,81.3593,0.0009,1,0.0896,6.0564,0.0460,0.8646,75.1334,0.0000,75.1334,0.8693,0.0000,0.0000,2046,1362,153310,14.67,798.7
389,217.9975,84.3295,0.0604,0.0135,2.5224,0.0590,0.0092,80.5601,0.0010,1,0.0849,6.0773,0.0463,0.8467,75.4235,0.0000,75.4235,0.8707,0.0000,0.0000,2046,1409,158464,14.67,798.7
390,218.0807,83.2667,0.1027,0.0178,2.2864,0.0679,0.0114,86.0721,0.0012,1,0.0903,6.6564,0.0468,1.0341,77.8141,0.0000,77.8141,0.8599,0.0000,0.0000,2046,1458,164098,14.66,798.8
391,218.1693,88.5771,0.0567,0.0148,2.6829,0.0850,0.0124,81.7708,0.0015,1,0.0908,6.9427,0.0452,1.1116,75.5885,0.0000,75.5885,0.8560,0.0000,0.0000,2046,1507,169442,14.64,798.8
392,218.2540,84.6442,0.6469,0.0201,2.1669,0.0775,0.0141,79.4114,0.0014,1,0.1160,7.5282,0.0464,1.1645,71.3014,0.0000,71.3014,0.8396,0.0000,0.0000,2046,1546,173986,14.63,798.8
393,218.4617,100.0000,3.6464,0.0204,5.2509,0.1039,0.0161,6.8302,0.0012,1,0.0868,6.5501,0.0453,0.9979,84.7131,0.0000,84.7131,0.9806,0.0000,0.0000,2046,1600,180098,14.59,798.8
394,218.4776,15.8873,0.2728,0.0201,3.2061,0.0907,0.0133,40.3012,0.0013,1,0.0891,7.2948,0.0471,1.1514,80.2497,0.0000,80.2497,0.8297,0.0000,0.0000,2046,1641,184770,14.74,798.8
395,218.5215,43.9262,0.9742,0.0183,2.7358,0.0561,0.0085,74.8325,0.0014,1,0.0910,7.0449,0.0465,1.1492,69.5432,0.0000,69.5432,0.8260,0.0000,0.0000,2046,1690,190178,14.67,798.8
396,218.6002,78.6443,0.5438,0.0176,3.5503,0.0683,0.0103,152.8228,0.0015,1,0.0922,7.1386,0.0455,1.1352,70.5959,0.0000,70.5959,0.8138,0.0000,0.0000,2046,1698,191202,14.63,798.8
397,218.7572,100.0000,0.4560,0.0187,3.1578,0.0648,0.0108,4.0500,0.0012,1,0.0888,6.8379,0.0452,0.9759,69.6461,0.0000,69.6461,0.8037,0.0000,0.0000,2046,1714,193002,14.56,790.5
398,218.7650,7.7769,0.0678,0.0174,2.5466,0.0594,0.0129,71.0295,0.0014,1,0.1069,7.2388,0.0465,1.1565,68.4794,0.0000,68.4794,0.8009,0.0000,0.0000,2046,1748,196778,14.65,790.5
399,218.8387,73.7528,0.7420,0.0157,2.3428,0.0578,0.0101,150.7300,0.0012,1,0.0905,7.9631,0.0467,0.9465,65.6291,0.0000,65.6291,0.7930,0.0000,0.0000,2046,1784,200874,14.62,790.5
400,218.9927,100.0000,0.0928,0.0201,2.5725,0.0677,0.0110,4.0570,0.0012,1,0.0926,7.1546,0.0464,1.0246,66.7576,0.0000,66.7576,0.7966,0.0000,0.0000,2046,1787,201194,14.54,790.5
401,218.9995,6.8407,0.0757,0.0189,2.7616,0.0611,0.0088,69.2762,0.0012,1,0.1069,7.7450,0.0464,1.1496,65.0975,0.0000,65.0975,0.7820,0.0000,0.0000,2046,1816,204490,14.63,790.5
402,219.0717,72.2232,0.0724,0.0177,3.0593,0.0607,0.0107,70.1553,0.0011,1,0.1010,8.4901,0.0464,0.9607,61.0900,0.0000,61.0900,0.7674,0.0000,0.0000,2046,1853,208650,14.59,790.5
403,219.1451,73.3958,0.1142,0.0194,4.0394,0.0732,0.0111,69.9747,0.0011,1,0.0901,8.0634,0.0452,0.9865,62.4194,0.0000,62.4194,0.7663,0.0000,0.0000,2046,1855,208842,14.56,790.5
404,219.2194,74.2518,0.0747,0.0215,4.6643,0.0614,0.0091,64.4339,0.0013,1,0.0961,7.5949,0.0451,1.0916,60.7958,0.0000,60.7958,0.7653,0.0000,0.0000,2046,1872,210714,14.52,790.5
405,219.2887,69.2846,0.1851,0.0197,2.7616,0.0628,0.0080,66.1381,0.0012,1,0.0924,7.8614,0.0456,0.9898,58.9034,0.0000,58.9034,0.7572,0.0000,0.0000,2046,1894,213274,14.50,790.5
406,219.3578,69.1939,0.0793,0.0163,2.6194,0.0689,0.0141,65.4749,0.0012,1,0.0929,7.9614,0.0451,1.0026,58.3671,0.0000,58.3671,0.7530,0.0000,0.0000,2046,1906,214618,14.48,783.1
407,219.4261,68.2938,0.0786,0.0184,3.2688,0.0742,0.0126,62.5774,0.0011,1,0.1006,8.2994,0.0463,1.1018,56.4895,0.0000,56.4895,0.9139,0.0000,0.0000,2046,1918,216026,14.53,783.1
408,219.4922,66.0481,0.0667,0.0144,2.0603,0.0592,0.0112,131.4181,0.0010,1,0.0912,8.1646,0.0451,1.0330,56.6476,0.0000,56.6476,0.7558,0.0000,0.0000,2046,1927,216962,14.43,783.1
409,219.6258,100.0000,0.0699,0.0186,3.4659,0.0789,0.0142,4.4345,0.0014,1,0.0981,7.9995,0.0449,1.0957,54.5588,0.0000,54.5588,0.7509,0.0000,0.0000,2046,1933,217602,14.35,783.1
410,219.6339,8.1047,0.0845,0.0212,3.0988,0.0734,0.0109,58.7555,0.0012,1,0.1005,9.1383,0.0440,1.5733,54.2183,0.0000,54.2183,0.7561,0.0000,0.0000,2046,1938,218062,14.43,783.1
411,219.6960,62.0623,0.0685,0.0158,2.0935,0.0612,0.0098,61.0713,0.0013,1,0.0843,9.4740,0.0444,1.1615,50.7217,0.0000,50.7217,0.7550,0.0000,0.0000,2046,1938,218062,14.42,783.1
412,219.7593,63.3396,0.2250,0.0177,3.2825,0.0727,0.0118,59.1004,0.0011,1,0.0881,8.4277,0.0449,1.0522,52.4783,0.0000,52.4783,0.7517,0.0000,0.0000,2046,1938,218062,14.40,783.1
413,219.8221,62.7272,0.2418,0.0158,2.8318,0.0629,0.0118,58.2628,0.0015,1,0.0943,8.3436,0.0446,1.0655,50.8466,0.0000,50.8466,0.7572,0.0000,0.0000,2046,1939,218074,14.39,783.1
414,219.8835,61.4496,0.1333,0.0172,2.4217,0.0783,0.0135,60.2507,0.0017,1,0.1012,9.8918,0.0446,1.5292,48.7821,0.0000,48.7821,0.7678,0.0000,0.0000,2046,1939,218074,14.37,783.1
415,219.9465,62.9360,0.2707,0.0200,2.7072,0.0630,0.0096,112.2789,0.0011,1,0.0927,8.1194,0.0433,1.0312,47.1356,0.0000,47.1356,0.7576,0.0000,0.0000,2046,1939,218074,14.37,800.0
416,220.0618,100.0000,1.9537,0.0182,2.0369,0.0547,0.0099,3.3303,0.0015,1,0.0865,7.9413,0.0451,0.9898,48.4438,0.0000,48.4438,0.7692,0.0000,0.0000,2046,1939,218074,14.29,800.0
417,220.0692,7.4224,0.2203,0.0164,2.4166,0.0604,0.0083,50.7093,0.0011,1,0.0950,8.5129,0.0447,1.2078,45.9726,0.0000,45.9726,0.7593,0.0000,0.0000,2046,1957,219942,14.38,800.0
418,220.1227,53.4491,0.5450,0.0209,3.1505,0.0619,0.0104,57.1144,0.0012,1,0.0904,8.9738,0.0436,1.0675,48.6931,0.0000,48.6931,0.7863,0.0000,0.0000,2046,1999,224722,14.46,800.0
419,220.1836,60.9216,0.4865,0.0168,2.2442,0.0676,0.0100,56.7745,0.0015,1,0.0948,8.6491,0.0451,1.0974,48.3007,0.0000,48.3007,0.7840,0.0000,0.0000,2046,1999,224722,14.37,800.0
420,220.2432,59.6208,0.4271,0.0171,1.9423,0.0538,0.0097,56.0900,0.0010,1,0.0896,8.9907,0.0435,1.0377,47.7967,0.0000,47.7967,0.7898,0.0000,0.0000,2046,1997,224404,14.37,800.0
421,220.3018,58.5582,0.6503,0.0164,1.7799,0.0919,0.0145,57.4601,0.0011,1,0.0942,8.9784,0.0435,1.3868,48.1804,0.0000,48.1804,0.7956,0.0000,0.0000,2046,1978,222228,14.38,800.0
422,220.3618,60.0319,0.4559,0.0179,2.2149,0.0613,0.0104,57.7204,0.0016,1,0.1008,8.8172,0.0447,1.0682,46.6444,0.0000,46.6444,0.7923,0.0000,0.0000,2046,1948,218860,14.39,800.0
423,220.4223,60.5046,0.5590,0.0205,4.3748,0.0891,0.0154,52.9571,0.0015,1,0.0879,8.9969,0.0435,1.1440,46.7362,0.0000,46.7362,0.7967,0.0000,0.0000,2046,1908,214380,14.39,800.0
424,220.4804,58.0354,0.5823,0.0207,4.7382,0.0771,0.0121,107.1299,0.0015,1,0.0925,7.8942,0.0445,0.9561,45.8087,0.0000,45.8087,0.7992,0.0000,0.0000,2046,1884,211752,14.40,797.1
425,220.5929,100.0000,0.5455,0.0187,4.1807,0.0845,0.0150,4.5004,0.0010,1,0.0834,7.6540,0.0437,0.9644,46.5352,0.0000,46.5352,0.8015,0.0000,0.0000,2046,1882,211496,14.40,797.1
426,220.6023,9.3616,0.0701,0.0159,3.2373,0.0581,0.0109,49.0004,0.0012,1,0.0939,8.1490,0.0444,1.1000,46.9329,0.0000,46.9329,0.7996,0.0000,0.0000,2046,1886,211944,14.40,797.1
427,220.6547,52.4153,0.0663,0.0191,2.5495,0.0561,0.0111,57.3889,0.0019,1,0.0858,8.0355,0.0439,1.0017,47.8000,0.0000,47.8000,0.7929,0.0000,0.0000,2046,1889,212320,14.41,797.1
428,220.7148,60.1176,0.0981,0.0196,3.9939,0.0897,0.0155,62.6029,0.0015,1,0.0969,11.3380,0.0444,1.2447,52.5426,0.0000,52.5426,0.7960,0.0000,0.0000,2046,1889,212320,14.42,797.1
429,220.7817,66.8413,0.0806,0.0201,2.7170,0.0727,0.0129,63.3888,0.0028,1,0.0922,9.4577,0.0433,1.2411,52.2034,0.0000,52.2034,0.7927,0.0000,0.0000,2046,1889,212256,14.42,797.1
430,220.8480,66.3265,0.1050,0.0235,3.6640,0.1145,0.0240,63.5480,0.0012,1,0.1247,13.5791,0.0443,1.9620,53.1346,0.0000,53.1346,0.7871,0.0000,0.0000,2046,1889,212256,14.41,797.1
431,220.9155,67.4991,0.0739,0.0162,2.9887,0.0655,0.0122,59.3630,0.0014,1,0.0985,9.0652,0.0439,1.1878,49.6851,0.0000,49.6851,0.7877,0.0000,0.0000,2046,1889,212256,14.40,797.1
432,220.9780,62.5417,0.0782,0.0179,3.5906,0.0831,0.0150,57.8052,0.0017,1,0.0984,8.9420,0.0451,1.3359,50.3434,0.0000,50.3434,0.7903,0.0000,0.0000,2046,1888,212128,14.47,797.1
433,221.0397,61.6456,0.9926,0.0674,3.3861,0.1041,0.0187,60.3390,0.0014,1,0.1123,10.1078,0.0451,1.5811,50.7354,0.0000,50.7354,0.7882,0.0000,0.0000,2046,1886,211872,14.37,824.2
434,221.1046,64.9293,1.2310,0.0206,3.3369,0.0612,0.0106,58.7230,0.0014,1,0.1041,9.0954,0.0450,1.2944,52.2380,0.0000,52.2380,0.7950,0.0000,0.0000,2046,1886,211872,14.36,824.2
435,221.1680,63.4069,1.6408,0.0186,3.5042,0.1223,0.0223,61.5793,0.0019,1,0.0980,9.4082,0.0447,1.7620,53.0123,0.0000,53.0123,0.8021,0.0000,0.0000,2046,1930,216812,14.37,824.2
436,221.2349,66.9108,0.5925,0.0211,3.4875,0.0727,0.0122,62.0661,0.0012,1,0.1002,8.9645,0.0448,1.3404,53.2047,0.0000,53.2047,0.8071,0.0000,0.0000,2046,1970,221356,14.37,824.2
437,221.3012,66.2781,0.5559,0.0216,4.1457,0.0946,0.0172,63.5726,0.0013,1,0.1200,10.9402,0.0451,1.9845,56.1769,0.0000,56.1769,0.8148,0.0000,0.0000,2046,1980,222602,14.36,824.2
438,221.3696,68.4283,0.5354,0.0194,3.4859,0.0718,0.0144,66.3224,0.0013,1,0.1042,9.2948,0.0453,1.4510,55.8703,0.0000,55.8703,0.8143,0.0000,0.0000,2046,1984,223122,14.36,824.2
439,221.4401,70.4734,0.4658,0.0203,3.5442,0.0714,0.0086,62.6910,0.0011,1,0.1102,11.3588,0.0451,1.3307,54.9324,0.0000,54.9324,0.8248,0.0000,0.0000,2046,1968,221336,14.36,824.2
440,221.5069,66.8214,0.0670,0.0173,3.1770,0.0750,0.0128,65.2652,0.0015,1,0.1077,9.0427,0.0454,1.3455,56.1539,0.0000,56.1539,0.8235,0.0000,0.0000,2046,1955,219752,14.37,824.2
441,221.5756,68.6351,0.0902,0.0175,3.7070,0.0809,0.0149,63.1026,0.0012,1,0.1169,9.4026,0.0471,1.8368,54.1368,0.0000,54.1368,0.8215,0.0000,0.0000,2046,1949,219048,14.37,824.2
442,221.6426,67.0391,0.0861,0.0172,2.4033,0.0736,0.0139,66.1593,0.0016,1,0.1073,10.8284,0.0451,1.6296,56.5324,0.0000,56.5324,0.8204,0.0000,0.0000,2046,1946,218728,14.38,824.2
443,221.7114,68.7731,0.0712,0.0154,2.8860,0.0692,0.0127,65.8275,0.0018,1,0.0903,9.0170,0.0454,1.4465,55.4043,0.0000,55.4043,0.8166,0.0000,0.0000,2046,1943,218408,14.44,824.2
444,221.7803,68.9020,1.7579,0.0200,2.2797,0.0664,0.0130,62.8529,0.0014,1,0.1095,9.3194,0.0451,1.4237,53.7273,0.0000,53.7273,0.8092,0.0000,0.0000,2046,1940,218088,14.33,824.2
445,221.8473,67.0125,0.3595,0.0168,2.0817,0.0767,0.0170,64.9808,0.0013,1,0.1161,11.7289,0.0440,1.1305,53.4299,0.0000,53.4299,0.8152,0.0000,0.0000,2046,1937,217768,14.34,824.2
446,221.9149,67.5538,0.0794,0.0193,3.2886,0.0760,0.0104,63.9383,0.0016,1,0.1019,8.8888,0.0455,1.2940,55.8358,0.0000,55.8358,0.8101,0.0000,0.0000,2046,1935,217512,14.40,824.2
447,221.9823,67.4357,0.0783,0.0185,2.5166,0.0674,0.0125,126.9332,0.0009,1,0.0948,9.3567,0.0446,1.3741,53.5225,0.0000,53.5225,0.8103,0.0000,0.0000,2046,1935,217512,14.30,824.2
448,222.1119,100.0000,0.5937,0.0166,2.9743,0.0703,0.0137,3.8912,0.0015,1,0.0977,10.1756,0.0451,1.3619,53.0759,0.0000,53.0759,0.8062,0.0000,0.0000,2046,1935,217512,14.26,824.2
449,222.1195,7.5814,0.0741,0.0172,2.3623,0.0648,0.0129,64.4903,0.0014,1,0.0974,11.5323,0.0451,1.5204,55.4211,0.0000,55.4211,0.8081,0.0000,0.0000,2046,1935,217512,14.39,824.2
450,222.1866,67.0402,0.6446,0.0484,2.9803,0.0763,0.0135,131.3252,0.0018,1,0.0954,9.4740,0.0451,1.4828,54.7188,0.0000,54.7188,0.8122,0.0000,0.0000,2046,1934,217384,14.42,824.2
451,222.3217,100.0000,0.6693,0.0177,3.0863,0.0702,0.0126,3.9133,0.0019,1,0.1092,11.4060,0.0449,1.9558,53.8354,0.0000,53.8354,0.8114,0.0000,0.0000,2046,1934,217384,14.39,824.2
452,222.3295,7.7918,0.0699,0.0177,3.0283,0.0545,0.0085,60.0513,0.0015,1,0.1065,9.0235,0.0458,1.3310,55.1146,0.0000,55.1146,0.8117,0.0000,0.0000,2046,1934,217384,14.53,824.2
453,222.3928,63.2525,0.6575,0.0170,2.3952,0.1899,0.0140,129.5891,0.0019,1,0.0928,9.2660,0.0463,1.7639,52.9889,0.0000,52.9889,0.8121,0.0000,0.0000,2046,1934,217384,14.59,824.2
454,222.5257,100.0000,0.1349,0.0159,3.0388,0.0727,0.0142,3.3056,0.0013,1,0.1018,10.1448,0.0465,1.9937,54.4507,0.0000,54.4507,0.8117,0.0000,0.0000,2046,1934,217384,14.56,824.2
455,222.5323,6.6028,0.0682,0.0160,2.5550,0.0600,0.0114,64.0192,0.0018,1,0.0919,9.3051,0.0455,1.5493,56.1461,0.0000,56.1461,0.8108,0.0000,0.0000,2046,1934,217384,14.72,824.2
456,222.5990,66.7416,0.0692,0.0183,2.8527,0.0736,0.0133,61.6495,0.0012,1,0.0880,9.1539,0.0453,1.3558,52.4036,0.0000,52.4036,0.8134,0.0000,0.0000,2046,1934,217384,14.78,824.2
457,222.6637,64.7005,0.0820,0.0187,4.1532,0.0785,0.0132,62.6156,0.0013,1,0.0929,8.7043,0.0451,1.4204,54.1915,0.0000,54.1915,0.8084,0.0000,0.0000,2046,1934,217384,14.67,824.2
458,222.7307,66.9710,0.7382,0.0218,4.3527,0.0702,0.0127,58.8287,0.0012,1,0.0960,9.1197,0.0457,1.4254,54.1241,0.0000,54.1241,0.8091,0.0000,0.0000,2046,1934,217384,14.73,824.2
459,222.7947,64.0339,0.8172,0.0189,2.6960,0.0896,0.0175,64.6160,0.0013,1,0.0838,9.1956,0.0451,1.4352,56.1585,0.0000,56.1585,0.8116,0.0000,0.0000,2046,1934,217384,14.79,824.2
460,222.8630,68.2653,0.7070,0.0217,3.6252,0.0889,0.0183,64.5555,0.0036,1,0.0916,9.8632,0.0450,1.3966,55.0407,0.0000,55.0407,0.7635,0.0000,0.0000,2046,1934,217384,14.68,824.2
461,222.9320,69.0567,0.1146,0.0274,3.2514,0.0665,0.0118,67.7047,0.0019,1,0.0959,10.1959,0.0451,1.4642,57.2492,0.0000,57.2492,0.7716,0.0000,0.0000,2046,1934,217384,14.73,824.2
462,223.0032,71.1900,0.0964,0.0224,2.9050,0.0838,0.0147,68.9123,0.0017,1,0.1526,12.6899,0.0448,1.6627,57.3780,0.0000,57.3780,0.9652,0.0000,0.0000,2046,1934,217384,14.79,824.2
463,223.0753,72.0464,0.0784,0.0171,2.4140,0.0835,0.0132,65.5545,0.0013,1,0.1076,11.4315,0.0448,1.3795,53.8044,0.0000,53.8044,0.8122,0.0000,0.0000,2046,1934,217384,14.67,824.2
464,223.1434,68.1708,0.0677,0.0154,2.4521,0.0638,0.0114,65.2450,0.0013,1,0.1221,9.3501,0.0450,1.3916,55.5185,0.0000,55.5185,0.7636,0.0000,0.0000,2046,1934,217384,14.70,824.2
465,223.2113,67.8678,0.0773,0.0154,2.2435,0.0661,0.0117,69.1909,0.0014,1,0.1136,10.4085,0.0451,1.5772,55.9269,0.0000,55.9269,0.7658,0.0000,0.0000,2046,1934,217384,14.73,824.2
466,223.2829,71.6154,0.0937,0.0191,3.9983,0.0852,0.0131,67.0205,0.0013,1,0.1025,10.4843,0.0463,1.6282,56.9696,0.0000,56.9696,0.7717,0.0000,0.0000,2046,1934,217384,14.76,828.3
467,223.3542,71.2406,0.0831,0.0196,5.7064,0.0775,0.0113,59.6567,0.0013,1,0.0918,9.6288,0.0452,1.4047,53.4126,0.0000,53.4126,0.7695,0.0000,0.0000,2046,1934,217384,14.79,828.3
468,223.4197,65.5640,0.0842,0.0242,4.0526,0.0756,0.0136,61.7237,0.0012,1,0.0794,8.7727,0.0451,1.2332,55.0118,0.0000,55.0118,0.7655,0.0000,0.0000,2046,1934,217384,14.83,828.3
469,223.4857,65.9833,0.0735,0.0165,4.1247,0.1029,0.0185,63.6026,0.0014,1,0.1002,9.6276,0.0451,1.9087,54.1001,0.0000,54.1001,0.7659,0.0000,0.0000,2046,1934,217384,14.89,828.3
470,223.5536,67.9511,0.0883,0.0227,4.3186,0.0806,0.0169,123.6749,0.0012,1,0.1006,10.0660,0.0450,1.4377,52.5900,0.0000,52.5900,0.7645,0.0000,0.0000,2046,1934,217384,14.78,828.3
471,223.6819,100.0000,0.0869,0.0178,4.2165,0.0823,0.0154,6.8755,0.0014,1,0.0868,9.3187,0.0453,1.3085,51.6794,0.0000,51.6794,0.7660,0.0000,0.0000,2046,1934,217384,14.75,828.3
472,223.8075,100.0000,0.1394,0.0151,3.8844,0.0710,0.0103,4.2706,0.0014,1,0.1204,9.5926,0.0451,2.0349,69.3813,0.0000,69.3813,0.7720,0.0000,0.0000,2046,1934,217384,14.75,828.3
473,223.8159,8.4001,0.0728,0.0176,3.6688,0.0751,0.0131,89.9065,0.0014,1,0.0853,10.7504,0.0452,1.4002,62.2640,0.0000,62.2640,0.7759,0.0000,0.0000,2046,1934,217384,14.75,828.3
474,223.9096,93.7627,0.1024,0.0167,3.4407,0.0641,0.0103,3.9594,0.0011,1,0.0860,8.4247,0.0450,1.3556,54.1130,0.0000,54.1130,0.7838,0.0000,0.0000,2046,1934,217384,14.72,832.4
475,223.9172,7.6026,0.0731,0.0168,3.2982,0.0835,0.0097,53.9237,0.0010,1,0.0853,8.1418,0.0468,1.1878,50.4115,0.0000,50.4115,0.7711,0.0000,0.0000,2046,1934,217384,14.89,832.4
476,223.9747,57.4148,0.0722,0.0201,3.8952,0.0919,0.0165,64.1241,0.0015,1,0.0912,11.1610,0.0463,1.3843,53.2638,0.0000,53.2638,0.7756,0.0000,0.0000,2046,1934,217384,14.80,832.4
477,224.0429,68.2293,0.0811,0.0201,3.0825,0.0788,0.0142,63.7865,0.0010,1,0.0901,10.0744,0.0451,1.6380,54.3910,0.0000,54.3910,0.7761,0.0000,0.0000,2046,1934,217384,14.82,832.4
478,224.1100,67.0719,0.0867,0.0161,3.0358,0.0718,0.0110,63.1539,0.0014,1,0.0950,8.2667,0.0467,1.0868,52.7963,0.0000,52.7963,0.7698,0.0000,0.0000,2046,1934,217384,14.87,832.4
479,224.1763,66.3847,0.0854,0.0145,3.2831,0.0827,0.0121,58.6615,0.0009,1,0.0909,9.2426,0.0468,1.3223,53.4274,0.0000,53.4274,0.7734,0.0000,0.0000,2046,1934,217384,14.91,832.4
480,224.2385,62.1486,0.0683,0.0158,2.0495,0.0517,0.0096,63.4109,0.0019,1,0.0969,8.3315,0.0449,1.2228,52.6684,0.0000,52.6684,0.7741,0.0000,0.0000,2046,1934,217384,14.95,832.4
481,224.3041,65.6185,0.0841,0.0215,3.2584,0.0728,0.0136,60.8225,0.0009,1,0.1037,10.8911,0.0449,1.6241,52.3240,0.0000,52.3240,0.7742,0.0000,0.0000,2046,1934,217384,14.99,832.4
482,224.3684,64.2832,0.0738,0.0161,2.5292,0.0610,0.0108,127.6787,0.0014,1,0.0907,8.7904,0.0449,1.1809,53.1951,0.0000,53.1951,0.7701,0.0000,0.0000,2046,1934,217384,15.02,832.4
483,224.4988,100.0000,0.0846,0.0180,2.2880,0.0664,0.0123,3.6358,0.0020,1,0.0896,10.1923,0.0463,1.4622,52.1453,0.0000,52.1453,0.7715,0.0000,0.0000,2046,1934,217384,14.99,834.1
484,224.5049,6.1171,0.0905,0.0207,4.3247,0.0804,0.0135,59.5749,0.0013,1,0.0962,10.3329,0.0449,1.4779,52.6324,0.0000,52.6324,0.7680,0.0000,0.0000,2046,1934,217384,15.13,834.1
485,224.5690,64.1147,0.0687,0.0165,2.1236,0.0630,0.0110,63.4717,0.0011,1,0.1193,9.3802,0.0493,2.4820,53.1031,0.0000,53.1031,0.7697,0.0000,0.0000,2046,1934,217384,15.17,834.1
486,224.6348,65.7649,0.0773,0.0176,2.7364,0.0662,0.0124,60.9651,0.0012,1,0.0967,8.7232,0.0435,1.3503,51.6440,0.0000,51.6440,0.7693,0.0000,0.0000,2046,1934,217384,15.20,834.1
487,224.6987,63.8853,0.0746,0.0170,2.9994,0.0641,0.0115,60.4790,0.0012,1,0.0846,8.2181,0.0463,1.1149,52.8630,0.0000,52.8630,0.7680,0.0000,0.0000,2046,1934,217384,15.24,834.1
488,224.7623,63.6548,0.0730,0.0159,2.8194,0.0616,0.0117,60.1436,0.0014,1,0.0930,8.1835,0.0451,1.0727,51.7683,0.0000,51.7683,0.7657,0.0000,0.0000,2046,1934,217384,15.28,834.1
489,224.8254,63.1351,0.0735,0.0175,5.1826,0.0596,0.0089,54.7761,0.0016,1,0.0899,8.7393,0.0451,1.1668,49.7284,0.0000,49.7284,0.7695,0.0000,0.0000,2046,1934,217384,15.31,834.1
490,224.8856,60.1275,0.0691,0.0283,2.3731,0.0596,0.0097,58.6937,0.0016,1,0.0928,8.2309,0.0453,1.0793,51.4068,0.0000,51.4068,0.7701,0.0000,0.0000,2046,1934,217384,15.39,834.1
