Frame,WallSeconds,DeltaMs,CpuInputAndUiMs,CpuCelestialTickMs,CpuEditorAndPanelsMs,CpuSimulationAndInterfaceMs,CpuScenePushMs,CpuRecordAndPresentMs,CpuFrameCapWaitMs,GpuValid,GpuCullMs,GpuRasterMs,GpuHiZMs,GpuResolveMs,GpuKernelMs,GpuShadowMs,GpuRestirMs,GpuPostMs,GpuSkyMs,GpuVolumeMs,ClusterTotal,ClustersVisible,TrianglesDrawn,Fps,ResidentMiB
851,263.3465,100.0000,0.5493,0.0167,3.3514,0.0525,0.0085,508.1123,0.0019,1,0.0766,4.2474,0.0881,1.1005,233.8175,0.0000,233.8175,2.8791,0.0000,0.0000,2046,1018,114966,11.61,813.2
852,263.8586,100.0000,1.2472,0.0214,3.8829,0.0803,0.0132,4.9699,0.0010,1,0.0671,3.5321,0.0863,0.6862,260.0746,0.0000,260.0746,2.8253,0.0000,0.0000,2046,900,101932,11.51,813.2
853,263.8688,10.2320,0.8162,0.0188,3.8502,0.0810,0.0129,242.7527,0.0012,1,0.0734,3.8592,0.0860,0.7748,244.9634,0.0000,244.9634,2.8078,0.0000,0.0000,2046,875,99052,11.61,813.2
854,264.1164,100.0000,0.6893,0.0161,2.8446,0.0464,0.0075,253.2143,0.0014,1,0.0787,4.2168,0.0866,0.9102,249.2331,0.0000,249.2331,2.8367,0.0000,0.0000,2046,929,105668,11.61,813.2
855,264.3732,100.0000,0.5991,0.0137,2.0754,0.0763,0.0155,257.1111,0.0018,1,0.0830,3.9158,0.0867,0.9786,251.4026,0.0000,251.4026,2.8178,0.0000,0.0000,2046,925,104964,11.61,856.9
856,264.6331,100.0000,0.3482,0.0154,3.3235,0.0556,0.0096,259.5976,0.0012,1,0.0880,3.8524,0.0869,0.8565,253.6656,0.0000,253.6656,2.8019,0.0000,0.0000,2046,899,102436,11.61,856.9
857,264.8965,100.0000,1.5834,0.0202,4.1028,0.0874,0.0182,253.7231,0.0014,1,0.0698,4.4706,0.0873,0.7461,252.2610,0.0000,252.2610,2.7859,0.0000,0.0000,2046,842,98084,11.51,856.9
858,265.1560,100.0000,0.2598,0.0152,2.0625,0.0587,0.0111,524.3811,0.0023,1,0.0780,3.9336,0.0862,0.8206,253.0864,0.0000,253.0864,2.7647,0.0000,0.0000,2046,830,94468,11.51,856.9
859,265.6829,100.0000,0.0880,0.0211,5.8810,0.1106,0.0174,8.5905,0.0015,1,0.0748,3.5220,0.0865,0.6571,252.6488,0.0000,252.6488,2.7677,0.0000,0.0000,2046,825,93828,11.51,856.9
860,265.6976,14.7357,0.1064,0.0226,6.0527,0.0959,0.0146,239.4644,0.0020,1,0.0829,3.4047,0.0876,0.7298,248.1700,0.0000,248.1700,2.7625,0.0000,0.0000,2046,823,93572,11.50,856.9
861,265.9434,100.0000,0.7980,0.0204,2.6780,0.0822,0.0130,494.7784,0.0011,1,0.0871,4.2227,0.0872,1.0830,264.3527,0.0000,264.3527,3.0858,0.0000,0.0000,2046,823,93444,11.50,856.9
862,266.4418,100.0000,23.0525,0.0354,6.3687,0.0719,0.0120,83.7008,0.0036,1,0.0760,3.4463,0.0867,0.5794,277.2432,0.0000,277.2432,3.0080,0.0000,0.0000,2046,823,93444,11.50,856.9
863,266.5550,100.0000,0.4905,0.0135,30.2289,0.0690,0.0112,246.0654,0.0016,1,0.0759,3.3342,0.0875,0.5817,284.6792,0.0000,284.6792,2.7670,0.0000,0.0000,2046,823,93444,11.50,856.9
864,266.8319,100.0000,0.1992,0.0164,8.1492,0.0796,0.0179,263.4459,0.0013,1,0.0756,3.2919,0.0866,0.6205,289.5571,0.0000,289.5571,2.7826,0.0000,0.0000,2046,823,93444,11.50,856.9
865,267.1039,100.0000,0.0302,0.0167,8.9953,0.0826,0.0140,307.4696,0.0012,1,0.0762,3.2332,0.0871,0.5585,272.3585,0.0000,272.3585,3.1244,0.0000,0.0000,2046,823,93444,11.50,856.9
866,267.4205,100.0000,0.0343,0.0183,5.3482,0.1216,0.0148,321.1037,0.0016,1,0.0743,3.2355,0.0873,0.6186,277.3630,0.0000,277.3630,3.1739,0.0000,0.0000,2046,823,93444,11.50,860.1
867,267.7472,100.0000,0.0252,0.0174,7.4827,0.1246,0.0159,491.0233,0.0015,1,0.0757,3.1683,0.0865,0.5509,282.9268,0.0000,282.9268,2.7708,0.0000,0.0000,2046,823,93444,11.50,860.1
868,268.2458,100.0000,0.0677,0.0159,8.1152,0.0969,0.0118,5.6923,0.0010,1,0.0761,3.2848,0.0860,0.6511,278.2170,0.0000,278.2170,2.7726,0.0000,0.0000,2046,823,93444,11.50,860.1
869,268.2599,14.0080,0.0259,0.0163,10.5180,0.0703,0.0117,282.5919,0.0011,1,0.0917,3.5369,0.0868,0.8495,288.9103,0.0000,288.9103,2.8113,0.0000,0.0000,2046,823,93444,11.60,860.1
870,268.5531,100.0000,0.0244,0.0161,4.6716,0.0635,0.0114,314.5239,0.0012,1,0.0833,3.3721,0.0871,0.6310,279.9632,0.0000,279.9632,2.8265,0.0000,0.0000,2046,823,93444,11.60,860.1
871,268.8724,100.0000,0.0249,0.0385,4.1834,0.0764,0.0121,261.8959,0.0010,1,0.0744,3.4162,0.0877,0.8499,267.2145,0.0000,267.2145,2.8265,0.0000,0.0000,2046,823,93444,11.60,860.1
872,269.1386,100.0000,0.0743,0.0554,4.2460,0.0733,0.0120,276.8954,0.0011,1,0.0788,3.4128,0.0863,0.5695,271.6661,0.0000,271.6661,2.8503,0.0000,0.0000,2046,823,93444,11.60,860.6
873,269.4200,100.0000,0.1529,0.0152,4.4518,0.1205,0.0133,237.9655,0.0012,1,0.0739,3.2237,0.0881,0.5837,245.2325,0.0000,245.2325,2.8369,0.0000,0.0000,2046,823,93444,11.60,860.6
874,269.6628,100.0000,0.0500,0.0186,4.6166,0.3931,0.0158,532.5369,0.0010,1,0.0877,3.5062,0.0881,0.7247,267.3869,0.0000,267.3869,2.8196,0.0000,0.0000,2046,823,93444,11.60,860.6
875,270.2004,100.0000,0.0221,0.0163,7.8093,0.1946,0.0111,14.9184,0.0010,1,0.0780,3.4553,0.0892,0.6789,260.8368,0.0000,260.8368,2.8253,0.0000,0.0000,2046,823,93444,11.60,860.6
876,270.2234,22.9795,0.0210,0.0140,5.5027,0.0667,0.0119,238.4468,0.0010,1,0.0983,3.4209,0.0860,0.7151,255.9248,0.0000,255.9248,2.8318,0.0000,0.0000,2046,823,93444,11.69,860.6
877,270.4674,100.0000,0.0273,0.0143,4.6565,0.0680,0.0111,275.7319,0.0013,1,0.0818,3.4882,0.0880,0.6852,246.4471,0.0000,246.4471,2.8200,0.0000,0.0000,2046,823,93444,11.69,860.6
878,270.7480,100.0000,0.0548,0.0175,10.4038,0.0816,0.0136,261.4065,0.0013,1,0.0760,3.9790,0.0878,0.6034,273.9389,0.0000,273.9389,2.8177,0.0000,0.0000,2046,823,93444,11.69,865.3
879,271.0199,100.0000,0.0210,0.0149,10.1884,0.0690,0.0140,242.7683,0.0014,1,0.0806,3.5055,0.0860,0.6492,260.8074,0.0000,260.8074,2.8087,0.0000,0.0000,2046,823,93444,11.69,865.3
880,271.2730,100.0000,0.0237,0.0146,9.3796,0.0881,0.0127,256.2193,0.0011,1,0.0700,3.2658,0.0874,0.6336,250.6038,0.0000,250.6038,2.8172,0.0000,0.0000,2046,823,93444,11.69,865.3
881,271.5388,100.0000,0.0352,0.0211,9.8127,0.0855,0.0131,244.9215,0.0010,1,0.0700,3.4358,0.0862,0.7045,253.5264,0.0000,253.5264,2.8356,0.0000,0.0000,2046,823,93444,11.58,865.3
882,271.7937,100.0000,0.0444,0.0162,5.8440,0.0812,0.0157,258.7411,0.0011,1,0.0658,3.2900,0.0865,0.5632,258.6967,0.0000,258.6967,2.8034,0.0000,0.0000,2046,823,93444,11.58,865.3
883,272.0584,100.0000,0.0337,0.0148,5.5203,0.0810,0.0136,513.2018,0.0012,1,0.0654,3.4187,0.0881,0.6411,252.0226,0.0000,252.0226,3.0599,0.0000,0.0000,2046,823,93444,11.58,866.3
884,272.5773,100.0000,0.0261,0.0166,7.9701,0.0595,0.0125,4.7208,0.0011,1,0.0695,3.3850,0.0875,0.6265,250.3913,0.0000,250.3913,2.7929,0.0000,0.0000,2046,823,93444,11.58,866.3
885,272.5901,12.8133,0.0228,0.0151,10.8412,0.0697,0.0108,246.7040,0.0012,1,0.0713,4.1166,0.0919,0.8520,251.3037,0.0000,251.3037,2.7854,0.0000,0.0000,2046,823,93444,11.68,866.3
886,272.8478,100.0000,0.0499,0.0185,7.1783,0.4261,0.0146,258.1838,0.0011,1,0.0668,3.3547,0.0870,0.5933,257.8663,0.0000,257.8663,2.7852,0.0000,0.0000,2046,823,93444,11.58,866.3
887,273.1136,100.0000,0.0251,0.0143,5.6603,0.0699,0.0106,253.4370,0.0008,1,0.0640,3.5618,0.0862,0.6450,250.0043,0.0000,250.0043,2.7746,0.0000,0.0000,2046,823,93444,11.58,866.3
888,273.3729,100.0000,0.0255,0.0157,5.0352,0.1004,0.0163,251.2344,0.0011,1,0.0700,3.5212,0.0869,0.9277,255.2440,0.0000,255.2440,2.7814,0.0000,0.0000,2046,823,93444,11.58,866.3
889,273.6293,100.0000,0.1922,0.0176,9.2135,0.0702,0.0120,256.1732,0.0011,1,0.0670,3.1893,0.0870,0.5653,250.9414,0.0000,250.9414,2.7685,0.0000,0.0000,2046,823,93444,11.58,868.7
890,273.8950,100.0000,0.0427,0.0166,7.5277,0.0746,0.0135,244.5205,0.0014,1,0.0685,3.9177,0.0865,0.7882,244.6528,0.0000,244.6528,3.0397,0.0000,0.0000,2046,823,93444,11.58,868.7
891,274.1472,100.0000,0.0257,0.0172,6.4503,0.0754,0.0135,242.4686,0.0014,1,0.0704,3.3374,0.0881,0.6490,244.6366,0.0000,244.6366,3.2498,0.0000,0.0000,2046,823,93444,11.58,868.7
892,274.3963,100.0000,0.0271,0.0168,4.5522,0.0833,0.0131,255.3094,0.0010,1,0.0661,3.6284,0.0870,0.5820,251.0481,0.0000,251.0481,2.7546,0.0000,0.0000,2046,823,93444,11.58,868.7
893,274.6563,100.0000,0.0254,0.0150,4.6188,0.0729,0.0139,300.7331,0.0011,1,0.0688,3.3220,0.0880,0.5632,245.6128,0.0000,245.6128,2.7502,0.0000,0.0000,2046,823,93444,11.58,868.7
894,274.9618,100.0000,0.0553,0.0151,5.0382,0.0737,0.0111,452.5445,0.0013,1,0.0659,3.6050,0.0880,0.6058,242.3882,0.0000,242.3882,2.7455,0.0000,0.0000,2046,823,93444,11.58,871.4
895,275.4195,100.0000,0.0339,0.0219,14.2395,0.0750,0.0123,12.6225,0.0019,1,0.0677,3.5082,0.0882,0.6369,251.6910,0.0000,251.6910,2.7299,0.0000,0.0000,2046,823,93444,11.58,871.4
896,275.4466,27.0561,0.0337,0.0187,13.6587,0.0754,0.0113,225.0024,0.0011,1,0.0672,3.8762,0.0867,0.7543,249.6393,0.0000,249.6393,2.7376,0.0000,0.0000,2046,823,93444,11.66,871.4
897,275.6854,100.0000,0.0301,0.0199,8.5492,0.0810,0.0147,245.3921,0.0009,1,0.0662,3.4738,0.0866,0.6472,248.3619,0.0000,248.3619,2.7449,0.0000,0.0000,2046,823,93444,11.55,871.4
898,275.9395,100.0000,0.0258,0.0169,7.1991,0.0747,0.0131,254.3813,0.0017,1,0.0678,3.2875,0.0881,0.6201,248.7025,0.0000,248.7025,2.7315,0.0000,0.0000,2046,823,93444,11.55,871.4
899,276.3504,100.0000,0.0672,0.0145,3.7518,0.0657,0.0101,134.4434,0.0010,1,0.0710,4.2498,0.0864,0.8666,284.6056,0.0000,284.6056,2.7292,0.0000,0.0000,2046,823,93444,11.55,871.4
900,276.4887,100.0000,0.0311,0.0165,6.4120,0.0765,0.0118,256.8623,0.0013,1,0.0637,3.2538,0.0874,0.5922,249.9141,0.0000,249.9141,2.7211,0.0000,0.0000,2046,823,93444,11.45,876.4
901,276.7521,100.0000,0.0661,0.0163,4.7437,0.0803,0.0135,501.6032,0.0009,1,0.0679,3.6148,0.0881,0.6265,246.2951,0.0000,246.2951,2.7251,0.0000,0.0000,2046,823,93444,11.45,876.4
902,277.2587,100.0000,0.0321,0.0174,9.4685,0.0766,0.0144,5.4363,0.0009,1,0.0669,3.3843,0.0861,0.6336,249.5380,0.0000,249.5380,2.7121,0.0000,0.0000,2046,823,93444,11.45,876.4
903,277.2737,15.0537,0.0267,0.0140,5.3666,0.0742,0.0113,244.9613,0.0012,1,0.0700,3.3710,0.0865,0.6392,251.8380,0.0000,251.8380,2.7091,0.0000,0.0000,2046,823,93444,11.53,876.4
904,277.5242,100.0000,0.0530,0.0164,4.2521,0.0863,0.0179,505.9500,0.0013,1,0.0671,3.2816,0.0863,0.5776,250.6527,0.0000,250.6527,2.7018,0.0000,0.0000,2046,823,93444,11.53,876.4
905,278.0346,100.0000,0.0292,0.0179,4.4869,0.0807,0.0121,5.6098,0.0015,1,0.0652,3.2511,0.0881,0.5990,245.2885,0.0000,245.2885,2.7172,0.0000,0.0000,2046,823,93444,11.53,876.4
906,278.0448,10.2457,0.0280,0.0162,5.2919,0.0767,0.0124,244.6933,0.0012,1,0.0649,3.3034,0.0877,0.5833,245.9002,0.0000,245.9002,2.7101,0.0000,0.0000,2046,823,93444,11.63,876.4
907,278.2950,100.0000,0.0304,0.0170,8.7533,0.0809,0.0140,274.1230,0.0013,1,0.0702,3.6253,0.0875,0.5891,256.1154,0.0000,256.1154,3.0017,0.0000,0.0000,2046,823,93444,11.63,876.0
908,278.5780,100.0000,0.2704,0.0186,13.4832,0.0795,0.0119,227.5802,0.0010,1,0.0650,3.4781,0.0879,0.6021,248.8136,0.0000,248.8136,2.6993,0.0000,0.0000,2046,823,93444,11.63,876.0
909,278.8195,100.0000,0.0184,0.0141,3.5086,0.0745,0.0100,480.5362,0.0011,1,0.0657,3.3587,0.0879,0.6528,239.0948,0.0000,239.0948,2.7079,0.0000,0.0000,2046,823,93444,11.63,876.0
910,279.3036,100.0000,1.0775,0.0205,4.6987,0.0757,0.0161,10.3932,0.0009,1,0.0646,3.1482,0.0881,0.5612,233.1193,0.0000,233.1193,2.9005,0.0000,0.0000,2046,823,93444,11.63,876.0
911,279.3199,16.2890,0.0216,0.0134,4.5419,0.0896,0.0110,243.4772,0.0009,1,0.0713,3.8991,0.2765,0.7762,252.6796,0.0000,252.6796,2.6978,0.0000,0.0000,2046,823,93444,11.72,876.0
912,279.5681,100.0000,0.0206,0.0130,3.9983,0.0603,0.0112,474.3321,0.0029,1,0.0670,3.2771,0.0877,0.5901,231.1748,0.0000,231.1748,2.6839,0.0000,0.0000,2046,823,93444,11.72,876.0
913,280.0465,100.0000,0.0682,0.0258,4.3472,0.0809,0.0125,6.0716,0.0015,1,0.0639,3.2643,0.0872,0.5634,232.8317,0.0000,232.8317,2.6859,0.0000,0.0000,2046,823,93444,11.72,875.4
914,280.0572,10.6486,0.0250,0.0163,3.9244,0.0854,0.0115,233.6304,0.0009,1,0.0659,3.3749,0.0881,0.5588,234.5890,0.0000,234.5890,2.6965,0.0000,0.0000,2046,823,93444,11.72,875.4
915,280.2949,100.0000,0.0240,0.0173,3.4469,0.0789,0.0144,235.9044,0.0019,1,0.0673,3.9702,0.0877,0.6534,228.8512,0.0000,228.8512,2.6854,0.0000,0.0000,2046,823,93444,11.72,875.4
916,280.5344,100.0000,0.0855,0.1195,4.5637,0.1032,0.0179,229.9381,0.0013,1,0.0766,3.7952,0.0877,0.5733,228.3380,0.0000,228.3380,2.6828,0.0000,0.0000,2046,823,93444,11.72,875.4
917,280.7692,100.0000,0.0286,0.0154,4.2189,0.0741,0.0126,495.7403,0.0012,1,0.0862,3.3401,0.0878,0.8074,227.9645,0.0000,227.9645,2.6866,0.0000,0.0000,2046,823,93444,11.72,875.4
918,281.2693,100.0000,0.0395,0.0181,4.6013,0.0723,0.0112,5.2801,0.0009,1,0.0958,3.8566,0.0866,0.9873,227.0405,0.0000,227.0405,2.6725,0.0000,0.0000,2046,823,93444,11.72,875.4
919,281.2793,10.0309,0.0262,0.0161,4.4123,0.0644,0.0101,233.5478,0.0011,1,0.0772,3.3656,0.0866,0.5737,228.2769,0.0000,228.2769,2.6938,0.0000,0.0000,2046,823,93444,11.82,875.4
920,281.5174,100.0000,0.0333,0.0141,5.8067,0.0905,0.0164,469.8270,0.0013,1,0.0789,3.3313,0.0878,0.6295,234.3873,0.0000,234.3873,2.6789,0.0000,0.0000,2046,823,93444,11.82,876.6
921,281.9932,100.0000,0.0313,0.0173,4.5806,0.0975,0.0143,6.9447,0.0012,1,0.0753,3.6312,0.0878,0.5919,231.7021,0.0000,231.7021,2.6622,0.0000,0.0000,2046,823,93444,11.72,876.6
922,282.0049,11.6947,0.0272,0.0175,7.0182,0.0725,0.0126,232.5271,0.0009,1,0.0763,3.3362,0.0865,0.6016,235.4117,0.0000,235.4117,2.6812,0.0000,0.0000,2046,823,93444,11.82,876.6
923,282.2446,100.0000,0.0250,0.0159,7.9180,0.0682,0.0104,586.9418,0.0013,1,0.0769,3.5565,0.0865,0.5908,223.6155,0.0000,223.6155,2.6553,0.0000,0.0000,2046,823,93444,11.82,876.6
924,282.8396,100.0000,0.2100,0.0180,5.1822,0.0685,0.0111,13.8831,0.0009,1,0.0753,3.2074,0.0868,0.5646,239.5926,0.0000,239.5926,2.8503,0.0000,0.0000,2046,823,93444,11.82,876.6
925,282.8590,19.3795,0.1808,0.0154,3.6135,0.0748,0.0112,235.2120,0.0013,1,0.0759,3.3930,0.0882,0.5775,248.5166,0.0000,248.5166,2.6727,0.0000,0.0000,2046,823,93444,11.92,876.6
926,283.0981,100.0000,5.0589,0.0185,6.1747,0.0781,0.0139,237.0997,0.0011,1,0.0713,3.3101,0.0881,0.5703,239.9167,0.0000,239.9167,2.6606,0.0000,0.0000,2046,823,93444,11.92,876.6
927,283.3465,100.0000,1.3312,0.0155,3.4044,0.0663,0.0104,228.1097,0.0013,1,0.0723,3.4532,0.0881,0.5646,225.8238,0.0000,225.8238,2.6697,0.0000,0.0000,2046,823,93444,11.92,876.9
928,283.5795,100.0000,0.1130,0.0152,3.7005,0.0757,0.0119,459.8313,0.0015,1,0.0735,3.2056,0.0866,0.6922,224.6192,0.0000,224.6192,2.6640,0.0000,0.0000,2046,823,93444,11.92,876.9
929,284.0432,100.0000,0.3852,0.0165,2.6716,0.1231,0.0150,4.0220,0.0013,1,0.0679,3.1788,0.0878,0.5482,226.5388,0.0000,226.5388,2.6662,0.0000,0.0000,2046,823,93444,11.92,876.9
930,284.0505,7.2436,0.5950,0.0132,2.0349,0.0662,0.0113,222.3700,0.0010,1,0.0898,3.6991,0.0864,0.6103,219.9325,0.0000,219.9325,2.6585,0.0000,0.0000,2046,823,93444,11.92,876.9
931,284.2756,100.0000,1.1650,0.0140,2.0479,0.0462,0.0080,235.1557,0.0011,1,0.0678,3.4072,0.0876,0.6582,230.0337,0.0000,230.0337,2.6591,0.0000,0.0000,2046,823,93444,11.92,876.9
932,284.5140,100.0000,0.0877,0.0150,4.1617,0.0672,0.0103,244.0391,0.0010,1,0.0695,3.2029,0.0865,0.5759,243.2150,0.0000,243.2150,2.6560,0.0000,0.0000,2046,823,93444,11.92,876.9
933,284.7624,100.0000,0.6402,0.0175,2.0707,0.0494,0.0099,460.8512,0.0011,1,0.0748,3.3377,0.0881,0.6945,223.3330,0.0000,223.3330,2.6572,0.0000,0.0000,2046,823,93444,11.92,922.8
934,285.2261,100.0000,0.7638,0.0178,2.3681,0.1979,0.0079,3.4474,0.0009,1,0.0705,3.2874,0.0861,0.5519,225.5090,0.0000,225.5090,2.6516,0.0000,0.0000,2046,823,93444,11.92,922.8
935,285.2329,6.8108,1.0713,0.0164,3.0383,0.0556,0.0087,225.3732,0.0010,1,0.0751,3.6179,0.0863,0.6798,223.2075,0.0000,223.2075,2.6498,0.0000,0.0000,2046,823,93444,11.92,922.8
936,285.4625,100.0000,3.3039,0.0173,3.3320,0.0582,0.0090,459.2344,0.0016,1,0.0787,3.3149,0.0866,0.6582,227.9254,0.0000,227.9254,2.6507,0.0000,0.0000,2046,823,93444,11.92,922.8
937,285.9284,100.0000,0.2532,0.0184,5.5799,0.0636,0.0096,4.5694,0.0011,1,0.0718,3.3894,0.0870,0.5693,223.4688,0.0000,223.4688,2.6405,0.0000,0.0000,2046,823,93444,11.92,922.8
938,285.9389,10.5081,0.4601,0.0168,3.7515,0.0644,0.0098,235.7618,0.0014,1,0.0723,3.3981,0.3334,0.6001,238.6674,0.0000,238.6674,2.7442,0.0000,0.0000,2046,821,92900,11.92,922.8
939,286.1790,100.0000,0.4584,0.0183,2.6154,0.0441,0.0070,429.7122,0.0014,1,0.0718,4.6356,0.0847,1.2700,206.6400,0.0000,206.6400,2.6940,0.0000,0.0000,2046,1123,126404,11.92,922.8
940,286.6119,100.0000,0.5716,0.0269,4.6462,0.0807,0.0125,5.5187,0.0011,1,0.0765,4.5317,0.0874,0.9073,207.4355,0.0000,207.4355,2.6969,0.0000,0.0000,2046,1141,128388,11.92,948.5
941,286.6228,10.8760,1.0935,0.0197,4.7947,0.0811,0.0142,199.1606,0.0017,1,0.0764,6.5241,0.0862,1.1355,200.1911,0.0000,200.1911,2.5538,0.0000,0.0000,2046,1547,174148,11.91,948.5
942,286.8280,100.0000,0.7001,0.0287,4.5123,0.0706,0.0124,208.6176,0.0013,1,0.0850,7.5528,0.0881,1.3184,201.9617,0.0000,201.9617,2.3904,0.0000,0.0000,2046,1822,205366,11.91,948.5
943,287.0419,100.0000,0.4039,0.0186,3.3430,0.0785,0.3406,208.2157,0.0013,1,0.0872,7.9910,0.0904,1.6815,200.4276,0.0000,200.4276,2.4028,0.0000,0.0000,2046,1826,205878,11.91,948.5
944,287.2543,100.0000,0.4079,0.0171,3.0551,0.0677,0.0105,211.8638,0.0008,1,0.0836,7.6124,0.0886,1.3805,203.7736,0.0000,203.7736,2.3247,0.0000,0.0000,2046,1898,213922,11.80,948.5
945,287.4698,100.0000,0.4701,0.0137,2.2561,0.0580,0.0106,226.2632,0.0013,1,0.0868,7.6250,0.0905,1.4826,213.2580,0.0000,213.2580,2.3248,0.0000,0.0000,2046,1953,220178,11.80,948.5
946,287.6989,100.0000,0.0843,0.0182,4.9520,0.0820,0.0128,214.2979,0.0013,1,0.0876,7.5809,0.0883,1.4707,209.3886,0.0000,209.3886,2.3320,0.0000,0.0000,2046,1922,217122,11.80,948.5
947,287.9183,100.0000,0.4313,0.0186,4.3645,0.0709,0.0123,215.0885,0.0012,1,0.0852,7.9983,0.0886,1.4045,207.8692,0.0000,207.8692,2.3298,0.0000,0.0000,2046,1922,217122,11.70,948.5
948,288.1383,100.0000,0.4058,0.0163,1.9271,0.0525,0.0105,222.2349,0.0015,1,0.0866,7.9647,0.0888,1.4113,210.4127,0.0000,210.4127,2.3127,0.0000,0.0000,2046,1922,217122,11.70,948.5
949,288.3630,100.0000,0.5698,0.0197,5.3289,0.0758,0.0129,213.0741,0.0012,1,0.0877,7.8659,0.0881,1.4111,206.4754,0.0000,206.4754,2.3223,0.0000,0.0000,2046,1905,215266,11.70,948.5
950,288.5821,100.0000,1.2447,0.0194,3.6914,0.0667,0.0124,212.3257,0.0010,1,0.0854,7.9876,0.0889,1.4439,207.0482,0.0000,207.0482,2.3342,0.0000,0.0000,2046,1894,213922,11.70,948.5
951,288.7995,100.0000,0.3845,0.0144,2.5214,0.0590,0.0126,212.9266,0.0010,1,0.0851,7.4230,0.0885,1.6826,203.3760,0.0000,203.3760,2.3117,0.0000,0.0000,2046,1856,209194,11.70,948.6
952,289.0154,100.0000,0.5114,0.0176,2.4162,0.0577,0.0112,214.9326,0.0009,1,0.0840,7.1967,0.0881,1.5701,205.6615,0.0000,205.6615,2.3278,0.0000,0.0000,2046,1829,206314,11.60,948.6
953,289.2334,100.0000,0.5317,0.0165,2.6592,0.0631,0.0151,213.7894,0.0011,1,0.0930,7.3026,0.0881,1.5296,204.4383,0.0000,204.4383,2.3383,0.0000,0.0000,2046,1829,206314,11.60,948.6
954,289.4505,100.0000,0.5255,0.0186,2.1965,0.0620,0.0146,217.2092,0.0013,1,0.0850,7.0023,0.0860,1.2718,208.8717,0.0000,208.8717,2.4327,0.0000,0.0000,2046,1751,197570,11.60,948.6
955,289.6705,100.0000,0.5007,0.0169,3.1043,0.0723,0.0136,205.4145,0.0009,1,0.0871,6.8356,0.0864,1.3369,198.6135,0.0000,198.6135,2.4581,0.0000,0.0000,2046,1661,187278,11.50,948.6
956,289.8797,100.0000,0.4555,0.0186,1.8317,0.0426,0.0081,188.3431,0.0008,1,0.0872,6.3582,0.0850,1.1817,180.5699,0.0000,180.5699,2.4329,0.0000,0.0000,2046,1539,173524,11.50,779.1
957,290.0704,100.0000,1.3990,0.0183,2.5023,0.0738,0.0144,207.4940,0.0008,1,0.0814,6.3574,0.0860,1.2145,200.1251,0.0000,200.1251,2.4077,0.0000,0.0000,2046,1482,167032,11.50,779.1
958,290.2819,100.0000,0.2798,0.0141,2.2263,0.0421,0.0071,199.3019,0.0013,1,0.0856,5.9396,0.0863,1.0591,190.3447,0.0000,190.3447,2.4269,0.0000,0.0000,2046,1477,166504,11.50,779.1
959,290.5573,100.0000,2.1155,0.0130,3.0991,0.0591,0.0098,119.8448,0.0010,1,0.0876,5.9757,0.0860,1.1399,189.1136,0.0000,189.1136,2.4223,0.0000,0.0000,2046,1477,166504,11.50,779.1
960,290.6824,100.0000,0.6485,0.0182,2.2124,0.0783,0.0141,357.3060,0.0009,1,0.0880,5.9467,0.0861,1.1305,169.9031,0.0000,169.9031,2.3931,0.0000,0.0000,2046,1477,166504,11.50,779.1
961,291.0427,100.0000,0.6772,0.0154,3.1731,0.4087,0.0156,3.2833,0.0007,1,0.0857,6.2704,0.0864,1.0282,170.0358,0.0000,170.0358,2.4349,0.0000,0.0000,2046,1477,166504,11.50,751.3
962,291.0503,7.5792,0.0511,0.0108,2.1250,0.0449,0.0070,212.8724,0.0016,1,0.0841,6.4194,0.0871,1.1289,207.6451,0.0000,207.6451,2.4359,0.0000,0.0000,2046,1477,166504,11.60,751.3
963,291.2654,100.0000,0.6294,0.0193,2.3739,0.0434,0.0072,383.9057,0.0010,1,0.0838,6.4412,0.0859,1.0959,204.5001,0.0000,204.5001,2.4544,0.0000,0.0000,2046,1477,166504,11.60,751.3
964,291.6524,100.0000,0.6940,0.0161,2.0411,0.0519,0.0104,3.4706,0.0012,1,0.0853,5.6631,0.0861,1.4213,162.9880,0.0000,162.9880,2.4552,0.0000,0.0000,2046,1477,166504,11.60,751.3
965,291.6587,6.2932,0.0588,0.0158,2.2505,0.0440,0.0079,208.1208,0.0016,1,0.0781,5.8634,0.0862,1.1796,203.5836,0.0000,203.5836,2.4736,0.0000,0.0000,2046,1477,166504,11.71,751.3
966,291.8692,100.0000,0.0634,0.0145,2.3155,0.0537,0.0094,356.5386,0.0011,1,0.0867,5.8348,0.0866,1.3000,176.4444,0.0000,176.4444,2.4693,0.0000,0.0000,2046,1477,166504,11.71,751.3
967,292.2282,100.0000,0.0735,0.0141,2.3061,0.0495,0.0093,4.6032,0.0009,1,0.0787,5.7587,0.0870,1.0383,162.3144,0.0000,162.3144,2.4697,0.0000,0.0000,2046,1477,166504,11.71,751.3
968,292.2352,7.0647,0.0672,0.0161,2.2306,0.0453,0.0074,206.4485,0.0011,1,0.0784,6.1297,0.0861,1.4511,202.2839,0.0000,202.2839,2.4720,0.0000,0.0000,2046,1477,166504,11.71,751.3
969,292.4441,100.0000,0.0715,0.0145,2.2269,0.0509,0.0092,374.9757,0.0008,1,0.1170,5.9652,0.0881,1.2460,194.3221,0.0000,194.3221,2.4715,0.0000,0.0000,2046,1477,166504,11.71,751.3
